LA_parameter,EA_parameter
NINGLA_PAT_025_002,IMPC_PAT_025_002
NINGLA_PAT_066_001,IMPC_PAT_066_001
NINGLA_PAT_006_002,IMPC_PAT_006_002
NINGLA_PAT_063_001,IMPC_PAT_063_001
NINGLA_PAT_049_002,IMPC_PAT_049_002
NINGLA_PAT_032_002,IMPC_PAT_032_002
NINGLA_PAT_076_001,IMPC_PAT_076_001
NINGLA_PAT_052_002,IMPC_PAT_052_002
NINGLA_PAT_035_001,IMPC_PAT_035_001
NINGLA_PAT_074_001,IMPC_PAT_074_001
NINGLA_PAT_018_002,IMPC_PAT_018_002
NINGLA_PAT_020_002,IMPC_PAT_020_002
NINGLA_PAT_014_002,IMPC_PAT_014_002
NINGLA_PAT_068_001,IMPC_PAT_068_001
NINGLA_PAT_034_001,IMPC_PAT_034_001
NINGLA_PAT_001_002,IMPC_PAT_001_002
NINGLA_PAT_071_001,IMPC_PAT_071_001
NINGLA_PAT_036_001,IMPC_PAT_036_001
NINGLA_PAT_007_002,IMPC_PAT_007_002
NINGLA_PAT_054_002,IMPC_PAT_054_002
NINGLA_PAT_058_002,IMPC_PAT_058_002
NINGLA_PAT_013_002,IMPC_PAT_013_002
NINGLA_PAT_028_002,IMPC_PAT_028_002
NINGLA_PAT_004_002,IMPC_PAT_004_002
NINGLA_PAT_067_001,IMPC_PAT_067_001
NINGLA_PAT_027_002,IMPC_PAT_027_002
NINGLA_PAT_062_001,IMPC_PAT_062_001
NINGLA_PAT_008_002,IMPC_PAT_008_002
NINGLA_HWT_010_001,IMPC_HWT_010_001
NINGLA_HWT_008_001,IMPC_HWT_008_001
NINGLA_HWT_001_001,IMPC_HWT_001_001
NINGLA_HWT_012_001,IMPC_HWT_012_001
NINGLA_HWT_007_001,IMPC_HWT_007_001
NINGLA_HWT_005_001,IMPC_HWT_005_001
NINGLA_HWT_003_001,IMPC_HWT_003_001
NINGLA_HWT_013_001,IMPC_HWT_013_001
NINGLA_HWT_002_001,IMPC_HWT_002_001
NINGLA_HWT_011_001,IMPC_HWT_011_001
NINGLA_HWT_009_001,IMPC_HWT_009_001
NINGLA_HWT_006_001,IMPC_HWT_006_001
NINGLA_IMM_115_001,IMPC_IMM_115_001
NINGLA_IMM_016_001,IMPC_IMM_016_001
NINGLA_IMM_061_001,IMPC_IMM_061_001
NINGLA_IMM_083_001,IMPC_IMM_083_001
NINGLA_IMM_069_001,IMPC_IMM_069_001
NINGLA_IMM_106_001,IMPC_IMM_106_001
NINGLA_IMM_056_001,IMPC_IMM_056_001
NINGLA_IMM_109_001,IMPC_IMM_109_001
NINGLA_IMM_100_001,IMPC_IMM_100_001
NINGLA_IMM_079_001,IMPC_IMM_079_001
NINGLA_IMM_067_001,IMPC_IMM_067_001
NINGLA_IMM_095_001,IMPC_IMM_095_001
NINGLA_IMM_003_001,IMPC_IMM_003_001
NINGLA_IMM_068_001,IMPC_IMM_068_001
NINGLA_IMM_103_001,IMPC_IMM_103_001
NINGLA_IMM_015_001,IMPC_IMM_015_001
NINGLA_IMM_024_001,IMPC_IMM_024_001
NINGLA_IMM_114_001,IMPC_IMM_114_001
NINGLA_IMM_066_001,IMPC_IMM_066_001
NINGLA_IMM_047_001,IMPC_IMM_047_001
NINGLA_IMM_078_001,IMPC_IMM_078_001
NINGLA_IMM_081_001,IMPC_IMM_081_001
NINGLA_IMM_105_001,IMPC_IMM_105_001
NINGLA_IMM_108_001,IMPC_IMM_108_001
NINGLA_IMM_025_001,IMPC_IMM_025_001
NINGLA_IMM_072_001,IMPC_IMM_072_001
NINGLA_IMM_074_001,IMPC_IMM_074_001
NINGLA_IMM_111_001,IMPC_IMM_111_001
NINGLA_IMM_028_001,IMPC_IMM_028_001
NINGLA_IMM_052_001,IMPC_IMM_052_001
NINGLA_IMM_054_001,IMPC_IMM_054_001
NINGLA_IMM_044_001,IMPC_IMM_044_001
NINGLA_IMM_043_001,IMPC_IMM_043_001
NINGLA_IMM_023_001,IMPC_IMM_023_001
NINGLA_IMM_084_001,IMPC_IMM_084_001
NINGLA_IMM_033_001,IMPC_IMM_033_001
NINGLA_IMM_092_001,IMPC_IMM_092_001
NINGLA_IMM_006_001,IMPC_IMM_006_001
NINGLA_IMM_013_001,IMPC_IMM_013_001
NINGLA_IMM_101_001,IMPC_IMM_101_001
NINGLA_IMM_060_001,IMPC_IMM_060_001
NINGLA_IMM_104_001,IMPC_IMM_104_001
NINGLA_IMM_071_001,IMPC_IMM_071_001
NINGLA_IMM_039_001,IMPC_IMM_039_001
NINGLA_IMM_019_001,IMPC_IMM_019_001
NINGLA_IMM_096_001,IMPC_IMM_096_001
NINGLA_IMM_088_001,IMPC_IMM_088_001
NINGLA_IMM_037_001,IMPC_IMM_037_001
NINGLA_IMM_004_001,IMPC_IMM_004_001
NINGLA_IMM_086_001,IMPC_IMM_086_001
NINGLA_IMM_087_001,IMPC_IMM_087_001
NINGLA_IMM_010_001,IMPC_IMM_010_001
NINGLA_IMM_080_001,IMPC_IMM_080_001
NINGLA_IMM_110_001,IMPC_IMM_110_001
NINGLA_IMM_001_001,IMPC_IMM_001_001
NINGLA_IMM_055_001,IMPC_IMM_055_001
NINGLA_IMM_089_001,IMPC_IMM_089_001
NINGLA_IMM_112_001,IMPC_IMM_112_001
NINGLA_IMM_034_001,IMPC_IMM_034_001
NINGLA_IMM_053_001,IMPC_IMM_053_001
NINGLA_IMM_009_001,IMPC_IMM_009_001
NINGLA_IMM_008_001,IMPC_IMM_008_001
NINGLA_IMM_020_001,IMPC_IMM_020_001
NINGLA_IMM_012_001,IMPC_IMM_012_001
NINGLA_IMM_062_001,IMPC_IMM_062_001
NINGLA_IMM_041_001,IMPC_IMM_041_001
NINGLA_IMM_049_001,IMPC_IMM_049_001
NINGLA_IMM_036_001,IMPC_IMM_036_001
NINGLA_IMM_042_001,IMPC_IMM_042_001
NINGLA_IMM_077_001,IMPC_IMM_077_001
NINGLA_IMM_048_001,IMPC_IMM_048_001
NINGLA_IMM_040_001,IMPC_IMM_040_001
NINGLA_IMM_005_001,IMPC_IMM_005_001
NINGLA_IMM_050_001,IMPC_IMM_050_001
NINGLA_IMM_091_001,IMPC_IMM_091_001
NINGLA_IMM_075_001,IMPC_IMM_075_001
NINGLA_IMM_032_001,IMPC_IMM_032_001
NINGLA_IMM_058_001,IMPC_IMM_058_001
NINGLA_IMM_021_001,IMPC_IMM_021_001
NINGLA_IMM_038_001,IMPC_IMM_038_001
NINGLA_IMM_030_001,IMPC_IMM_030_001
NINGLA_IMM_063_001,IMPC_IMM_063_001
NINGLA_IMM_027_001,IMPC_IMM_027_001
NINGLA_IMM_018_001,IMPC_IMM_018_001
NINGLA_IMM_035_001,IMPC_IMM_035_001
NINGLA_IMM_076_001,IMPC_IMM_076_001
NINGLA_IMM_017_001,IMPC_IMM_017_001
NINGLA_IMM_073_001,IMPC_IMM_073_001
NINGLA_IMM_097_001,IMPC_IMM_097_001
NINGLA_IMM_026_001,IMPC_IMM_026_001
NINGLA_IMM_098_001,IMPC_IMM_098_001
NINGLA_IMM_014_001,IMPC_IMM_014_001
NINGLA_IMM_094_001,IMPC_IMM_094_001
NINGLA_IMM_002_001,IMPC_IMM_002_001
NINGLA_IMM_082_001,IMPC_IMM_082_001
NINGLA_IMM_007_001,IMPC_IMM_007_001
NINGLA_IMM_057_001,IMPC_IMM_057_001
NINGLA_IMM_059_001,IMPC_IMM_059_001
NINGLA_IMM_011_001,IMPC_IMM_011_001
NINGLA_IMM_045_001,IMPC_IMM_045_001
NINGLA_IMM_065_001,IMPC_IMM_065_001
NINGLA_IMM_070_001,IMPC_IMM_070_001
NINGLA_IMM_051_001,IMPC_IMM_051_001
NINGLA_IMM_064_001,IMPC_IMM_064_001
NINGLA_IMM_099_001,IMPC_IMM_099_001
NINGLA_IMM_085_001,IMPC_IMM_085_001
NINGLA_IMM_113_001,IMPC_IMM_113_001
NINGLA_IMM_031_001,IMPC_IMM_031_001
NINGLA_IMM_046_001,IMPC_IMM_046_001
NINGLA_IMM_107_001,IMPC_IMM_107_001
NINGLA_IMM_093_001,IMPC_IMM_093_001
NINGLA_IMM_102_001,IMPC_IMM_102_001
NINGLA_IMM_022_001,IMPC_IMM_022_001
NINGLA_IMM_029_001,IMPC_IMM_029_001
NINGLA_IMM_090_001,IMPC_IMM_090_001
NINGLA_BLK_008_001,IMPC_BLK_008_001
NINGLA_BLK_054_001,IMPC_BLK_054_001
NINGLA_BLK_035_001,IMPC_BLK_035_001
NINGLA_BLK_034_001,IMPC_BLK_034_001
NINGLA_BLK_001_001,IMPC_BLK_001_001
NINGLA_BLK_047_001,IMPC_BLK_047_001
NINGLA_BLK_017_001,IMPC_BLK_017_001
NINGLA_BLK_048_001,IMPC_BLK_048_001
NINGLA_BLK_038_001,IMPC_BLK_038_001
NINGLA_BLK_055_001,IMPC_BLK_055_001
NINGLA_BLK_037_001,IMPC_BLK_037_001
NINGLA_BLK_028_001,IMPC_BLK_028_001
NINGLA_BLK_029_001,IMPC_BLK_029_001
NINGLA_BLK_056_001,IMPC_BLK_056_001
NINGLA_BLK_033_001,IMPC_BLK_033_001
NINGLA_BLK_014_001,IMPC_BLK_014_001
NINGLA_BLK_040_001,IMPC_BLK_040_001
NINGLA_BLK_030_001,IMPC_BLK_030_001
NINGLA_BLK_049_001,IMPC_BLK_049_001
NINGLA_BLK_006_001,IMPC_BLK_006_001
NINGLA_BLK_026_001,IMPC_BLK_026_001
NINGLA_BLK_051_001,IMPC_BLK_051_001
NINGLA_BLK_021_001,IMPC_BLK_021_001
NINGLA_BLK_010_001,IMPC_BLK_010_001
NINGLA_BLK_009_001,IMPC_BLK_009_001
NINGLA_BLK_020_001,IMPC_BLK_020_001
NINGLA_BLK_024_001,IMPC_BLK_024_001
NINGLA_BLK_016_001,IMPC_BLK_016_001
NINGLA_BLK_032_001,IMPC_BLK_032_001
NINGLA_BLK_031_001,IMPC_BLK_031_001
NINGLA_BLK_022_001,IMPC_BLK_022_001
NINGLA_BLK_012_001,IMPC_BLK_012_001
NINGLA_BLK_042_001,IMPC_BLK_042_001
NINGLA_BLK_050_001,IMPC_BLK_050_001
NINGLA_BLK_052_001,IMPC_BLK_052_001
NINGLA_BLK_011_001,IMPC_BLK_011_001
NINGLA_BLK_018_001,IMPC_BLK_018_001
NINGLA_BLK_036_001,IMPC_BLK_036_001
NINGLA_BLK_003_001,IMPC_BLK_003_001
NINGLA_BLK_041_001,IMPC_BLK_041_001
NINGLA_BLK_019_001,IMPC_BLK_019_001
NINGLA_BLK_039_001,IMPC_BLK_039_001
NINGLA_BLK_053_001,IMPC_BLK_053_001
NINGLA_BLK_027_001,IMPC_BLK_027_001
NINGLA_BLK_045_001,IMPC_BLK_045_001
NINGLA_BLK_025_001,IMPC_BLK_025_001
NINGLA_BLK_002_001,IMPC_BLK_002_001
NINGLA_BLK_007_001,IMPC_BLK_007_001
NINGLA_BLK_043_001,IMPC_BLK_043_001
NINGLA_BLK_046_001,IMPC_BLK_046_001
NINGLA_BLK_015_001,IMPC_BLK_015_001
NINGLA_BLK_013_001,IMPC_BLK_013_001
NINGLA_BLK_023_001,IMPC_BLK_023_001
NINGLA_BLK_044_001,IMPC_BLK_044_001
HRWLIP_CSD_069_001,IMPC_CSD_069_001
HRWLIP_CSD_074_001,IMPC_CSD_074_001
HRWLIP_CSD_009_001,IMPC_CSD_009_001
HRWLIP_CSD_015_001,IMPC_CSD_015_001
HRWLIP_CSD_028_001,IMPC_CSD_028_001
HRWLIP_CSD_053_002,IMPC_CSD_053_002
HRWLIP_CSD_077_001,IMPC_CSD_077_001
HRWLIP_CSD_045_002,IMPC_CSD_045_002
HRWLIP_CSD_042_002,IMPC_CSD_042_002
HRWLIP_CSD_031_001,IMPC_CSD_031_001
HRWLIP_CSD_027_001,IMPC_CSD_027_001
HRWLIP_CSD_067_001,IMPC_CSD_067_001
HRWLIP_CSD_043_002,IMPC_CSD_043_002
HRWLIP_CSD_008_001,IMPC_CSD_008_001
HRWLIP_CSD_024_001,IMPC_CSD_024_001
HRWLIP_CSD_004_001,IMPC_CSD_004_001
HRWLIP_CSD_007_001,IMPC_CSD_007_001
HRWLIP_CSD_052_002,IMPC_CSD_052_002
HRWLIP_CSD_014_001,IMPC_CSD_014_001
HRWLIP_CSD_029_001,IMPC_CSD_029_001
HRWLIP_CSD_055_002,IMPC_CSD_055_002
HRWLIP_CSD_072_001,IMPC_CSD_072_001
HRWLIP_CSD_056_001,IMPC_CSD_056_001
HRWLIP_CSD_049_002,IMPC_CSD_049_002
HRWLIP_CSD_022_001,IMPC_CSD_022_001
HRWLIP_CSD_081_001,IMPC_CSD_081_001
HRWLIP_CSD_017_001,IMPC_CSD_017_001
HRWLIP_CSD_044_002,IMPC_CSD_044_002
HRWLIP_CSD_057_001,IMPC_CSD_057_001
HRWLIP_CSD_048_002,IMPC_CSD_048_002
HRWLIP_CSD_066_001,IMPC_CSD_066_001
HRWLIP_CSD_016_001,IMPC_CSD_016_001
HRWLIP_CSD_086_001,IMPC_CSD_086_001
HRWLIP_CSD_002_001,IMPC_CSD_002_001
HRWLIP_CSD_001_001,IMPC_CSD_001_001
HRWLIP_CSD_013_001,IMPC_CSD_013_001
HRWLIP_CSD_065_001,IMPC_CSD_065_001
HRWLIP_CSD_003_001,IMPC_CSD_003_001
HRWLIP_CSD_063_001,IMPC_CSD_063_001
HRWLIP_CSD_006_001,IMPC_CSD_006_001
HRWLIP_CSD_054_002,IMPC_CSD_054_002
HRWLIP_CSD_068_001,IMPC_CSD_068_001
HRWLIP_CSD_020_001,IMPC_CSD_020_001
HRWLIP_CSD_046_001,IMPC_CSD_046_001
HRWLIP_CSD_061_001,IMPC_CSD_061_001
HRWLIP_CSD_018_001,IMPC_CSD_018_001
HRWLIP_CSD_087_001,IMPC_CSD_087_001
HRWLIP_CSD_076_001,IMPC_CSD_076_001
HRWLIP_CSD_034_001,IMPC_CSD_034_001
HRWLIP_CSD_051_002,IMPC_CSD_051_002
HRWLIP_CSD_047_001,IMPC_CSD_047_001
HRWLIP_CSD_011_001,IMPC_CSD_011_001
HRWLIP_CSD_058_001,IMPC_CSD_058_001
HRWLIP_CSD_038_001,IMPC_CSD_038_001
HRWLIP_CSD_040_002,IMPC_CSD_040_002
HRWLIP_CSD_062_001,IMPC_CSD_062_001
HRWLIP_CSD_005_001,IMPC_CSD_005_001
HRWLIP_CSD_025_001,IMPC_CSD_025_001
HRWLIP_CSD_021_001,IMPC_CSD_021_001
HRWLIP_CSD_060_001,IMPC_CSD_060_001
HRWLIP_CSD_033_001,IMPC_CSD_033_001
HRWLIP_CSD_064_001,IMPC_CSD_064_001
HRWLIP_CSD_010_001,IMPC_CSD_010_001
HRWLIP_CSD_036_001,IMPC_CSD_036_001
HRWLIP_CSD_026_001,IMPC_CSD_026_001
HRWLIP_CSD_019_001,IMPC_CSD_019_001
HRWLIP_CSD_070_001,IMPC_CSD_070_001
HRWLIP_CSD_023_001,IMPC_CSD_023_001
HRWLIP_CSD_079_001,IMPC_CSD_079_001
HRWLIP_CSD_084_001,IMPC_CSD_084_001
HRWLIP_CSD_075_001,IMPC_CSD_075_001
HRWLIP_CSD_059_001,IMPC_CSD_059_001
HRWLIP_CSD_041_002,IMPC_CSD_041_002
HRWLIP_CSD_030_001,IMPC_CSD_030_001
HRWLIP_CSD_078_001,IMPC_CSD_078_001
HRWLIP_CSD_082_001,IMPC_CSD_082_001
HRWLIP_CSD_039_001,IMPC_CSD_039_001
HRWLIP_CSD_037_001,IMPC_CSD_037_001
HRWLIP_CSD_085_001,IMPC_CSD_085_001
HRWLIP_CSD_050_002,IMPC_CSD_050_002
HRWLIP_CSD_032_001,IMPC_CSD_032_001
HRWLIP_CSD_071_001,IMPC_CSD_071_001
HRWLIP_CSD_083_001,IMPC_CSD_083_001
HRWLIP_CSD_073_001,IMPC_CSD_073_001
HRWLIP_CSD_080_001,IMPC_CSD_080_001
HRWLIP_CSD_012_001,IMPC_CSD_012_001
HMGULA_ACS_016_001,IMPC_ACS_016_001
HMGULA_ACS_025_001,IMPC_ACS_025_001
HMGULA_ACS_028_001,IMPC_ACS_028_001
HMGULA_ACS_002_001,IMPC_ACS_002_001
HMGULA_ACS_017_001,IMPC_ACS_017_001
HMGULA_ACS_003_001,IMPC_ACS_003_001
HMGULA_ACS_038_001,IMPC_ACS_038_001
HMGULA_ACS_039_001,IMPC_ACS_039_001
HMGULA_ACS_004_001,IMPC_ACS_004_001
HMGULA_ACS_019_001,IMPC_ACS_019_001
HMGULA_ACS_031_001,IMPC_ACS_031_001
HMGULA_ACS_034_001,IMPC_ACS_034_001
HMGULA_ACS_009_001,IMPC_ACS_009_001
HMGULA_ACS_018_001,IMPC_ACS_018_001
HMGULA_ACS_020_001,IMPC_ACS_020_001
HMGULA_ACS_036_001,IMPC_ACS_036_001
HMGULA_ACS_024_001,IMPC_ACS_024_001
HMGULA_ACS_010_001,IMPC_ACS_010_001
HMGULA_ACS_022_001,IMPC_ACS_022_001
HMGULA_ACS_023_001,IMPC_ACS_023_001
HMGULA_ACS_040_001,IMPC_ACS_040_001
HMGULA_ACS_015_001,IMPC_ACS_015_001
HMGULA_ACS_035_001,IMPC_ACS_035_001
HMGULA_ACS_032_001,IMPC_ACS_032_001
HMGULA_ACS_014_001,IMPC_ACS_014_001
HMGULA_ACS_005_001,IMPC_ACS_005_001
HMGULA_ACS_011_001,IMPC_ACS_011_001
HMGULA_ACS_026_001,IMPC_ACS_026_001
HMGULA_ACS_021_001,IMPC_ACS_021_001
HMGULA_ACS_013_001,IMPC_ACS_013_001
HMGULA_ACS_029_001,IMPC_ACS_029_001
HMGULA_ACS_030_001,IMPC_ACS_030_001
HMGULA_ACS_008_001,IMPC_ACS_008_001
HMGULA_ACS_006_001,IMPC_ACS_006_001
HMGULA_ACS_007_001,IMPC_ACS_007_001
HMGULA_ACS_027_001,IMPC_ACS_027_001
HMGULA_ACS_037_001,IMPC_ACS_037_001
HMGULA_ACS_001_001,IMPC_ACS_001_001
HMGULA_ACS_033_001,IMPC_ACS_033_001
HMGULA_INS_020_001,IMPC_INS_020_001
HMGULA_INS_018_001,IMPC_INS_018_001
HMGULA_INS_016_001,IMPC_INS_016_001
HMGULA_INS_010_001,IMPC_INS_010_001
HMGULA_INS_017_001,IMPC_INS_017_001
HMGULA_INS_001_001,IMPC_INS_001_001
HMGULA_INS_002_001,IMPC_INS_002_001
HMGULA_INS_005_001,IMPC_INS_005_001
HMGULA_INS_006_001,IMPC_INS_006_001
HMGULA_INS_015_001,IMPC_INS_015_001
HMGULA_INS_014_001,IMPC_INS_014_001
HMGULA_INS_012_001,IMPC_INS_012_001
HMGULA_INS_021_001,IMPC_INS_021_001
HMGULA_INS_009_001,IMPC_INS_009_001
HMGULA_INS_022_001,IMPC_INS_022_001
HMGULA_INS_003_001,IMPC_INS_003_001
HMGULA_INS_007_001,IMPC_INS_007_001
HMGULA_INS_008_001,IMPC_INS_008_001
HMGULA_INS_023_001,IMPC_INS_023_001
HMGULA_INS_011_001,IMPC_INS_011_001
HMGULA_INS_019_001,IMPC_INS_019_001
HMGULA_INS_004_001,IMPC_INS_004_001
HMGULA_ECG_013_001,IMPC_ECG_013_001
HMGULA_ECG_006_001,IMPC_ECG_006_001
HMGULA_ECG_024_001,IMPC_ECG_024_001
HMGULA_ECG_018_001,IMPC_ECG_018_001
HMGULA_ECG_007_001,IMPC_ECG_007_001
HMGULA_ECG_012_001,IMPC_ECG_012_001
HMGULA_ECG_015_001,IMPC_ECG_015_001
HMGULA_ECG_021_001,IMPC_ECG_021_001
HMGULA_ECG_010_001,IMPC_ECG_010_001
HMGULA_ECG_014_001,IMPC_ECG_014_001
HMGULA_ECG_011_001,IMPC_ECG_011_001
HMGULA_ECG_017_001,IMPC_ECG_017_001
HMGULA_ECG_004_001,IMPC_ECG_004_001
HMGULA_ECG_001_001,IMPC_ECG_001_001
HMGULA_ECG_026_001,IMPC_ECG_026_001
HMGULA_ECG_025_001,IMPC_ECG_025_001
HMGULA_ECG_009_001,IMPC_ECG_009_001
HMGULA_ECG_003_001,IMPC_ECG_003_001
HMGULA_ECG_023_001,IMPC_ECG_023_001
HMGULA_ECG_008_001,IMPC_ECG_008_001
HMGULA_ECG_005_001,IMPC_ECG_005_001
HMGULA_ECG_022_001,IMPC_ECG_022_001
HMGULA_ECG_019_001,IMPC_ECG_019_001
HMGULA_ECG_020_001,IMPC_ECG_020_001
HMGULA_ECG_016_001,IMPC_ECG_016_001
HMGULA_ECG_002_001,IMPC_ECG_002_001
HMGULA_CBC_010_001,IMPC_CBC_010_001
HMGULA_CBC_019_001,IMPC_CBC_019_001
HMGULA_CBC_028_001,IMPC_CBC_028_001
HMGULA_CBC_050_001,IMPC_CBC_050_001
HMGULA_CBC_039_001,IMPC_CBC_039_001
HMGULA_CBC_038_001,IMPC_CBC_038_001
HMGULA_CBC_009_001,IMPC_CBC_009_001
HMGULA_CBC_013_001,IMPC_CBC_013_001
HMGULA_CBC_037_001,IMPC_CBC_037_001
HMGULA_CBC_041_001,IMPC_CBC_041_001
HMGULA_CBC_031_001,IMPC_CBC_031_001
HMGULA_CBC_054_001,IMPC_CBC_054_001
HMGULA_CBC_030_001,IMPC_CBC_030_001
HMGULA_CBC_045_001,IMPC_CBC_045_001
HMGULA_CBC_020_001,IMPC_CBC_020_001
HMGULA_CBC_055_001,IMPC_CBC_055_001
HMGULA_CBC_021_001,IMPC_CBC_021_001
HMGULA_CBC_003_001,IMPC_CBC_003_001
HMGULA_CBC_035_001,IMPC_CBC_035_001
HMGULA_CBC_049_001,IMPC_CBC_049_001
HMGULA_CBC_033_001,IMPC_CBC_033_001
HMGULA_CBC_034_001,IMPC_CBC_034_001
HMGULA_CBC_025_001,IMPC_CBC_025_001
HMGULA_CBC_052_001,IMPC_CBC_052_001
HMGULA_CBC_005_001,IMPC_CBC_005_001
HMGULA_CBC_015_001,IMPC_CBC_015_001
HMGULA_CBC_017_001,IMPC_CBC_017_001
HMGULA_CBC_027_001,IMPC_CBC_027_001
HMGULA_CBC_024_001,IMPC_CBC_024_001
HMGULA_CBC_053_001,IMPC_CBC_053_001
HMGULA_CBC_023_001,IMPC_CBC_023_001
HMGULA_CBC_014_001,IMPC_CBC_014_001
HMGULA_CBC_006_001,IMPC_CBC_006_001
HMGULA_CBC_011_001,IMPC_CBC_011_001
HMGULA_CBC_040_001,IMPC_CBC_040_001
HMGULA_CBC_046_001,IMPC_CBC_046_001
HMGULA_CBC_001_001,IMPC_CBC_001_001
HMGULA_CBC_022_001,IMPC_CBC_022_001
HMGULA_CBC_042_001,IMPC_CBC_042_001
HMGULA_CBC_044_001,IMPC_CBC_044_001
HMGULA_CBC_018_001,IMPC_CBC_018_001
HMGULA_CBC_032_001,IMPC_CBC_032_001
HMGULA_CBC_036_001,IMPC_CBC_036_001
HMGULA_CBC_007_001,IMPC_CBC_007_001
HMGULA_CBC_012_001,IMPC_CBC_012_001
HMGULA_CBC_004_001,IMPC_CBC_004_001
HMGULA_CBC_016_001,IMPC_CBC_016_001
HMGULA_CBC_002_001,IMPC_CBC_002_001
HMGULA_CBC_029_001,IMPC_CBC_029_001
HMGULA_CBC_051_001,IMPC_CBC_051_001
HMGULA_CBC_043_001,IMPC_CBC_043_001
HMGULA_CBC_008_001,IMPC_CBC_008_001
HMGULA_CBC_026_001,IMPC_CBC_026_001
HMGULA_CBC_048_001,IMPC_CBC_048_001
HMGULA_HEM_019_001,IMPC_HEM_019_001
HMGULA_HEM_028_001,IMPC_HEM_028_001
HMGULA_HEM_020_001,IMPC_HEM_020_001
HMGULA_HEM_031_001,IMPC_HEM_031_001
HMGULA_HEM_006_001,IMPC_HEM_006_001
HMGULA_HEM_007_001,IMPC_HEM_007_001
HMGULA_HEM_003_001,IMPC_HEM_003_001
HMGULA_HEM_029_001,IMPC_HEM_029_001
HMGULA_HEM_036_001,IMPC_HEM_036_001
HMGULA_HEM_024_001,IMPC_HEM_024_001
HMGULA_HEM_014_001,IMPC_HEM_014_001
HMGULA_HEM_040_001,IMPC_HEM_040_001
HMGULA_HEM_043_001,IMPC_HEM_043_001
HMGULA_HEM_023_001,IMPC_HEM_023_001
HMGULA_HEM_039_001,IMPC_HEM_039_001
HMGULA_HEM_033_001,IMPC_HEM_033_001
HMGULA_HEM_009_001,IMPC_HEM_009_001
HMGULA_HEM_001_001,IMPC_HEM_001_001
HMGULA_HEM_004_001,IMPC_HEM_004_001
HMGULA_HEM_041_001,IMPC_HEM_041_001
HMGULA_HEM_042_001,IMPC_HEM_042_001
HMGULA_HEM_012_001,IMPC_HEM_012_001
HMGULA_HEM_030_001,IMPC_HEM_030_001
HMGULA_HEM_005_001,IMPC_HEM_005_001
HMGULA_HEM_037_001,IMPC_HEM_037_001
HMGULA_HEM_018_001,IMPC_HEM_018_001
HMGULA_HEM_008_001,IMPC_HEM_008_001
HMGULA_HEM_026_001,IMPC_HEM_026_001
HMGULA_HEM_032_001,IMPC_HEM_032_001
HMGULA_HEM_034_001,IMPC_HEM_034_001
HMGULA_HEM_027_001,IMPC_HEM_027_001
HMGULA_HEM_011_001,IMPC_HEM_011_001
HMGULA_HEM_013_001,IMPC_HEM_013_001
HMGULA_HEM_016_001,IMPC_HEM_016_001
HMGULA_HEM_025_001,IMPC_HEM_025_001
HMGULA_HEM_038_001,IMPC_HEM_038_001
HMGULA_HEM_017_001,IMPC_HEM_017_001
HMGULA_HEM_035_001,IMPC_HEM_035_001
HMGULA_HEM_015_001,IMPC_HEM_015_001
HMGULA_HEM_010_001,IMPC_HEM_010_001
HMGULA_HEM_021_001,IMPC_HEM_021_001
HMGULA_HEM_002_001,IMPC_HEM_002_001
HMGULA_PAT_052_002,IMPC_PAT_052_002
HMGULA_PAT_001_002,IMPC_PAT_001_002
HMGULA_PAT_010_002,IMPC_PAT_010_002
HMGULA_PAT_021_002,IMPC_PAT_021_002
HMGULA_PAT_068_001,IMPC_PAT_068_001
HMGULA_PAT_032_002,IMPC_PAT_032_002
HMGULA_PAT_013_002,IMPC_PAT_013_002
HMGULA_PAT_073_001,IMPC_PAT_073_001
HMGULA_PAT_060_002,IMPC_PAT_060_002
HMGULA_PAT_007_002,IMPC_PAT_007_002
HMGULA_PAT_018_002,IMPC_PAT_018_002
HMGULA_PAT_033_001,IMPC_PAT_033_001
HMGULA_PAT_059_002,IMPC_PAT_059_002
HMGULA_PAT_011_002,IMPC_PAT_011_002
HMGULA_PAT_024_002,IMPC_PAT_024_002
HMGULA_PAT_009_002,IMPC_PAT_009_002
HMGULA_PAT_034_001,IMPC_PAT_034_001
HMGULA_PAT_022_002,IMPC_PAT_022_002
HMGULA_PAT_008_002,IMPC_PAT_008_002
HMGULA_PAT_017_002,IMPC_PAT_017_002
HMGULA_PAT_054_002,IMPC_PAT_054_002
HMGULA_PAT_064_001,IMPC_PAT_064_001
HMGULA_PAT_023_002,IMPC_PAT_023_002
HMGULA_PAT_020_002,IMPC_PAT_020_002
HMGULA_PAT_004_002,IMPC_PAT_004_002
HMGULA_PAT_070_001,IMPC_PAT_070_001
HMGULA_PAT_067_001,IMPC_PAT_067_001
HMGULA_PAT_074_001,IMPC_PAT_074_001
HMGULA_PAT_006_002,IMPC_PAT_006_002
HMGULA_PAT_055_002,IMPC_PAT_055_002
HMGULA_PAT_005_002,IMPC_PAT_005_002
HMGULA_PAT_012_002,IMPC_PAT_012_002
HMGULA_PAT_062_001,IMPC_PAT_062_001
HMGULA_PAT_061_002,IMPC_PAT_061_002
HMGULA_PAT_002_002,IMPC_PAT_002_002
HMGULA_PAT_031_002,IMPC_PAT_031_002
HMGULA_PAT_016_002,IMPC_PAT_016_002
HMGULA_PAT_036_001,IMPC_PAT_036_001
